92.3
94.7
95.5
93.65
79.8
81
84.3
85.4
88.1
80.5
88.45
83
72
81.1
74.9
82.1
78.7
82.8
83.2
73
71
70
67.5
72.5
80.2
83.2
88.4
76
70.45
73.8
78.9
81.8
68.3
76.1
74
71.4
69
82.7
84.9
83
68.3
85.85
81.05
74.9
71.2
88
74.95
77.4
88.1
78.55
77.4
81.52
77.75
82.2
70.65
85.3
72.5
76.5
68.45
75
65
64
67.5
63
61
61.3
80
86.5
77.5
91.5
87.25
85.2
88.95
76.55
75.95
80.75
82.15
71.2
68.5
73
89.1
70.3
75.25
75.8
71.05
88.9
72.5
77.4
75
68.7
73.05
73.75
68.5
65.3
68.5
71.25
76.6
81.9
70.4
74.9
74.5
73.95
76
75.65
86.3
81.7
72.45
69.2
74.8
81.7
82.8
81.64
67.8
73.6
79.7
70.54
75.2
69.5
84
69.95
70
73.1
74.64
68.1
67.5
60.61
80.5
79.7
83.1
86.3
82.4
85.7
81
88.75
89.5
80.4
71.1
84.75
82.65
81.5
81.7
79.55
69.5
74.5
72.8
74.35
70.85
68.9
71.6
71.8
71.05
76.5
69.7
69.7
65
72.1
82.8
79.9
72.9
72.5
84.5
76.65
92.5
68.25
65
71.7
65.55
76.1
79.5
69.5
71
67.9
78.6
71.5
70.7
67.5
85.5
66.9
76.1
78.5
72.1
70.8
75.2
67
74
65
76.35
69.9
68.2
79.65
79
83
75.3
72.8
83
74.8
76.2
71.7
72
82.7
80.6
85.8
79
73.4
76.1
73.6
76.2
68.7
84.2
76.75
76.5
74
69.2
69.5
65
65
77.1
77.49
72.98
71.2
78.9
78.25
80
79.1
77.3
81.9
91.5
75.35
71.4
78.3
76.19
73.1
72.56
71.5
71.7
76.8
77.7
71.9
72
80.6
73.9
71.5
70.7
81.4
69.65
67.1
62.3
77.8
78.85
78.6
74.1
81.55
67.5
74.15
79.8
84.5
67.7
64
71.15
75.65
66
76.1
77.15
82
86.05
74
77.3
69
65
72.1
78.45
63
73.4
65
75.5
81.2
82.3
75.6
71.6
75.2
72.6
87.9
73.1
83.95
83
80.7
79.75
74.2
76.35
71.9
71.25
72.3
70.8
73.4
82.4
75.6
89.87
86.4
71.6
77.5
70.6
65
74.7
68.1
68.5
67
